img_id,dataset,route,score
10667.jpg,spaq,r1anchor,2.8
10668.jpg,spaq,r1anchor,2.3
10669.jpg,spaq,r1anchor,2.3
10670.jpg,spaq,r1anchor,7.2
10671.jpg,spaq,r1anchor,7.2
10672.jpg,spaq,r1anchor,8.2
10673.jpg,spaq,r1anchor,3.2
10674.jpg,spaq,r1anchor,7.2
10675.jpg,spaq,r1anchor,6.8
10676.jpg,spaq,r1anchor,2.1
10677.jpg,spaq,r1anchor,7.8
10678.jpg,spaq,r1anchor,7.8
10679.jpg,spaq,r1anchor,1.2
10680.jpg,spaq,r1anchor,2.1
10681.jpg,spaq,r1anchor,3.2
10682.jpg,spaq,r1anchor,4.2
10683.jpg,spaq,r1anchor,7.2
10684.jpg,spaq,r1anchor,7.8
10685.jpg,spaq,r1anchor,2.1
10686.jpg,spaq,r1anchor,3.2
10687.jpg,spaq,r1anchor,7.2
10688.jpg,spaq,r1anchor,6.8
10689.jpg,spaq,r1anchor,7.8
10690.jpg,spaq,r1anchor,5.8
10691.jpg,spaq,r1anchor,2.1
10692.jpg,spaq,r1anchor,2.3
10693.jpg,spaq,r1anchor,5.2
10694.jpg,spaq,r1anchor,5.2
10695.jpg,spaq,r1anchor,5.2
10696.jpg,spaq,r1anchor,6.2
10697.jpg,spaq,r1anchor,2.1
10698.jpg,spaq,r1anchor,6.8
10699.jpg,spaq,r1anchor,5.2
10700.jpg,spaq,r1anchor,3.2
10701.jpg,spaq,r1anchor,2.3
10702.jpg,spaq,r1anchor,6.2
10703.jpg,spaq,r1anchor,6.8
10704.jpg,spaq,r1anchor,6.8
10705.jpg,spaq,r1anchor,3.2
10706.jpg,spaq,r1anchor,5.8
10707.jpg,spaq,r1anchor,2.1
10708.jpg,spaq,r1anchor,6.8
10709.jpg,spaq,r1anchor,2.3
10710.jpg,spaq,r1anchor,6.8
10711.jpg,spaq,r1anchor,5.2
10712.jpg,spaq,r1anchor,2.8
10713.jpg,spaq,r1anchor,7.2
10714.jpg,spaq,r1anchor,6.8
10715.jpg,spaq,r1anchor,2.8
10716.jpg,spaq,r1anchor,6.8
10717.jpg,spaq,r1anchor,2.1
10718.jpg,spaq,r1anchor,5.2
10719.jpg,spaq,r1anchor,5.2
10720.jpg,spaq,r1anchor,2.1
10721.jpg,spaq,r1anchor,2.3
10722.jpg,spaq,r1anchor,2.3
10723.jpg,spaq,r1anchor,3.2
10724.jpg,spaq,r1anchor,7.8
10725.jpg,spaq,r1anchor,2.1
10726.jpg,spaq,r1anchor,7.2
10727.jpg,spaq,r1anchor,5.8
10728.jpg,spaq,r1anchor,2.1
10729.jpg,spaq,r1anchor,7.2
10730.jpg,spaq,r1anchor,2.1
10731.jpg,spaq,r1anchor,5.2
10732.jpg,spaq,r1anchor,2.3
10733.jpg,spaq,r1anchor,3.2
10734.jpg,spaq,r1anchor,4.2
10735.jpg,spaq,r1anchor,2.3
10736.jpg,spaq,r1anchor,2.3
10737.jpg,spaq,r1anchor,5.8
10738.jpg,spaq,r1anchor,6.2
10739.jpg,spaq,r1anchor,2.8
10740.jpg,spaq,r1anchor,5.8
10741.jpg,spaq,r1anchor,6.2
10742.jpg,spaq,r1anchor,6.8
10743.jpg,spaq,r1anchor,2.3
10744.jpg,spaq,r1anchor,5.8
10745.jpg,spaq,r1anchor,6.8
10746.jpg,spaq,r1anchor,6.2
10747.jpg,spaq,r1anchor,5.2
10748.jpg,spaq,r1anchor,6.8
10749.jpg,spaq,r1anchor,6.2
10750.jpg,spaq,r1anchor,3.2
10751.jpg,spaq,r1anchor,7.2
10752.jpg,spaq,r1anchor,7.2
10753.jpg,spaq,r1anchor,5.2
10754.jpg,spaq,r1anchor,2.3
10755.jpg,spaq,r1anchor,5.8
10756.jpg,spaq,r1anchor,5.8
10757.jpg,spaq,r1anchor,2.3
10758.jpg,spaq,r1anchor,2.8
10759.jpg,spaq,r1anchor,1.2
10760.jpg,spaq,r1anchor,6.8
10761.jpg,spaq,r1anchor,6.8
10762.jpg,spaq,r1anchor,6.8
10763.jpg,spaq,r1anchor,6.2
10764.jpg,spaq,r1anchor,6.2
10765.jpg,spaq,r1anchor,3.2
10766.jpg,spaq,r1anchor,3.2
10767.jpg,spaq,r1anchor,2.8
10768.jpg,spaq,r1anchor,5.8
10769.jpg,spaq,r1anchor,5.8
10770.jpg,spaq,r1anchor,4.2
10771.jpg,spaq,r1anchor,6.8
10772.jpg,spaq,r1anchor,4.2
10773.jpg,spaq,r1anchor,7.8
10774.jpg,spaq,r1anchor,4.2
10775.jpg,spaq,r1anchor,7.8
10776.jpg,spaq,r1anchor,3.2
10777.jpg,spaq,r1anchor,7.2
10778.jpg,spaq,r1anchor,2.3
10779.jpg,spaq,r1anchor,4.2
10780.jpg,spaq,r1anchor,6.8
10781.jpg,spaq,r1anchor,6.2
10782.jpg,spaq,r1anchor,2.3
10783.jpg,spaq,r1anchor,2.1
10784.jpg,spaq,r1anchor,7.2
10785.jpg,spaq,r1anchor,7.8
10786.jpg,spaq,r1anchor,6.8
10787.jpg,spaq,r1anchor,6.2
10788.jpg,spaq,r1anchor,2.3
10789.jpg,spaq,r1anchor,5.8
10790.jpg,spaq,r1anchor,2.8
10791.jpg,spaq,r1anchor,2.8
10792.jpg,spaq,r1anchor,6.8
10793.jpg,spaq,r1anchor,4.2
10794.jpg,spaq,r1anchor,3.2
10795.jpg,spaq,r1anchor,4.2
10796.jpg,spaq,r1anchor,7.2
10797.jpg,spaq,r1anchor,4.2
10798.jpg,spaq,r1anchor,6.2
10799.jpg,spaq,r1anchor,2.8
10800.jpg,spaq,r1anchor,6.8
10801.jpg,spaq,r1anchor,7.2
10802.jpg,spaq,r1anchor,5.8
10803.jpg,spaq,r1anchor,3.2
10804.jpg,spaq,r1anchor,7.8
10805.jpg,spaq,r1anchor,2.1
10806.jpg,spaq,r1anchor,2.8
10807.jpg,spaq,r1anchor,7.2
10808.jpg,spaq,r1anchor,2.1
10809.jpg,spaq,r1anchor,7.2
10810.jpg,spaq,r1anchor,6.8
10811.jpg,spaq,r1anchor,2.8
10812.jpg,spaq,r1anchor,7.2
10813.jpg,spaq,r1anchor,7.2
10814.jpg,spaq,r1anchor,2.1
10815.jpg,spaq,r1anchor,2.3
10816.jpg,spaq,r1anchor,7.2
10817.jpg,spaq,r1anchor,2.3
10818.jpg,spaq,r1anchor,6.8
10819.jpg,spaq,r1anchor,6.8
10820.jpg,spaq,r1anchor,2.1
10821.jpg,spaq,r1anchor,7.2
10822.jpg,spaq,r1anchor,6.8
10823.jpg,spaq,r1anchor,6.8
10824.jpg,spaq,r1anchor,4.2
10825.jpg,spaq,r1anchor,2.1
10826.jpg,spaq,r1anchor,3.2
10827.jpg,spaq,r1anchor,2.1
10828.jpg,spaq,r1anchor,2.1
10829.jpg,spaq,r1anchor,2.1
10830.jpg,spaq,r1anchor,6.8
10831.jpg,spaq,r1anchor,7.2
10832.jpg,spaq,r1anchor,5.2
10833.jpg,spaq,r1anchor,2.1
10834.jpg,spaq,r1anchor,4.2
10835.jpg,spaq,r1anchor,6.8
10836.jpg,spaq,r1anchor,2.1
10837.jpg,spaq,r1anchor,2.1
10838.jpg,spaq,r1anchor,5.2
10839.jpg,spaq,r1anchor,5.8
10840.jpg,spaq,r1anchor,2.1
10841.jpg,spaq,r1anchor,2.1
10842.jpg,spaq,r1anchor,2.3
10843.jpg,spaq,r1anchor,5.2
10844.jpg,spaq,r1anchor,4.2
10845.jpg,spaq,r1anchor,2.1
10846.jpg,spaq,r1anchor,2.1
10847.jpg,spaq,r1anchor,6.8
10848.jpg,spaq,r1anchor,2.1
10849.jpg,spaq,r1anchor,5.2
10850.jpg,spaq,r1anchor,6.8
10851.jpg,spaq,r1anchor,2.8
10852.jpg,spaq,r1anchor,2.3
10853.jpg,spaq,r1anchor,2.1
10854.jpg,spaq,r1anchor,6.8
10855.jpg,spaq,r1anchor,2.3
10856.jpg,spaq,r1anchor,5.2
10857.jpg,spaq,r1anchor,6.8
10858.jpg,spaq,r1anchor,6.8
10859.jpg,spaq,r1anchor,2.1
10860.jpg,spaq,r1anchor,2.8
10861.jpg,spaq,r1anchor,5.8
10862.jpg,spaq,r1anchor,3.2
10863.jpg,spaq,r1anchor,2.3
10864.jpg,spaq,r1anchor,3.2
10865.jpg,spaq,r1anchor,5.8
10866.jpg,spaq,r1anchor,2.1
10867.jpg,spaq,r1anchor,6.8
10868.jpg,spaq,r1anchor,6.8
10869.jpg,spaq,r1anchor,2.3
10870.jpg,spaq,r1anchor,8.7
10871.jpg,spaq,r1anchor,4.2
10872.jpg,spaq,r1anchor,5.8
10873.jpg,spaq,r1anchor,7.2
10874.jpg,spaq,r1anchor,6.8
10875.jpg,spaq,r1anchor,5.8
10876.jpg,spaq,r1anchor,2.3
10877.jpg,spaq,r1anchor,4.2
10878.jpg,spaq,r1anchor,5.8
10879.jpg,spaq,r1anchor,2.8
10880.jpg,spaq,r1anchor,5.8
10881.jpg,spaq,r1anchor,8.7
10882.jpg,spaq,r1anchor,3.2
10883.jpg,spaq,r1anchor,1.2
10884.jpg,spaq,r1anchor,5.2
10885.jpg,spaq,r1anchor,7.2
10886.jpg,spaq,r1anchor,5.2
10887.jpg,spaq,r1anchor,2.3
10888.jpg,spaq,r1anchor,2.3
10889.jpg,spaq,r1anchor,2.1
10890.jpg,spaq,r1anchor,6.8
10891.jpg,spaq,r1anchor,4.2
10892.jpg,spaq,r1anchor,7.8
10893.jpg,spaq,r1anchor,3.2
10894.jpg,spaq,r1anchor,7.2
10895.jpg,spaq,r1anchor,4.2
10896.jpg,spaq,r1anchor,2.3
10897.jpg,spaq,r1anchor,2.1
10898.jpg,spaq,r1anchor,2.1
10899.jpg,spaq,r1anchor,2.1
10900.jpg,spaq,r1anchor,2.1
10901.jpg,spaq,r1anchor,2.3
10902.jpg,spaq,r1anchor,4.2
10903.jpg,spaq,r1anchor,7.2
10904.jpg,spaq,r1anchor,3.2
10905.jpg,spaq,r1anchor,7.8
10906.jpg,spaq,r1anchor,6.8
10907.jpg,spaq,r1anchor,6.8
10908.jpg,spaq,r1anchor,5.2
10909.jpg,spaq,r1anchor,2.1
10910.jpg,spaq,r1anchor,2.1
10911.jpg,spaq,r1anchor,2.1
10912.jpg,spaq,r1anchor,6.8
10913.jpg,spaq,r1anchor,3.2
10914.jpg,spaq,r1anchor,5.8
10915.jpg,spaq,r1anchor,4.2
10916.jpg,spaq,r1anchor,4.2
10917.jpg,spaq,r1anchor,2.1
10918.jpg,spaq,r1anchor,2.1
10919.jpg,spaq,r1anchor,5.8
10920.jpg,spaq,r1anchor,4.2
10921.jpg,spaq,r1anchor,3.2
10922.jpg,spaq,r1anchor,4.2
10923.jpg,spaq,r1anchor,2.1
10924.jpg,spaq,r1anchor,3.2
10925.jpg,spaq,r1anchor,5.2
10926.jpg,spaq,r1anchor,2.1
10927.jpg,spaq,r1anchor,3.2
10928.jpg,spaq,r1anchor,5.2
10929.jpg,spaq,r1anchor,2.8
10930.jpg,spaq,r1anchor,3.2
10931.jpg,spaq,r1anchor,7.2
10932.jpg,spaq,r1anchor,6.8
10933.jpg,spaq,r1anchor,1.2
10934.jpg,spaq,r1anchor,7.2
10935.jpg,spaq,r1anchor,4.2
10936.jpg,spaq,r1anchor,7.2
10937.jpg,spaq,r1anchor,4.2
10938.jpg,spaq,r1anchor,7.2
10939.jpg,spaq,r1anchor,5.8
10940.jpg,spaq,r1anchor,7.2
10941.jpg,spaq,r1anchor,5.8
10942.jpg,spaq,r1anchor,2.1
10943.jpg,spaq,r1anchor,7.8
10944.jpg,spaq,r1anchor,2.1
10945.jpg,spaq,r1anchor,2.8
10946.jpg,spaq,r1anchor,3.2
10947.jpg,spaq,r1anchor,2.3
10948.jpg,spaq,r1anchor,5.2
10949.jpg,spaq,r1anchor,7.2
10950.jpg,spaq,r1anchor,7.2
10951.jpg,spaq,r1anchor,3.2
10952.jpg,spaq,r1anchor,3.2
10953.jpg,spaq,r1anchor,3.2
10954.jpg,spaq,r1anchor,2.3
10955.jpg,spaq,r1anchor,6.8
10956.jpg,spaq,r1anchor,5.8
10957.jpg,spaq,r1anchor,9.2
10958.jpg,spaq,r1anchor,3.2
10959.jpg,spaq,r1anchor,2.3
10960.jpg,spaq,r1anchor,5.8
10961.jpg,spaq,r1anchor,2.3
10962.jpg,spaq,r1anchor,7.2
10963.jpg,spaq,r1anchor,2.1
10964.jpg,spaq,r1anchor,7.2
10965.jpg,spaq,r1anchor,2.1
10966.jpg,spaq,r1anchor,5.8
10967.jpg,spaq,r1anchor,4.2
10968.jpg,spaq,r1anchor,3.2
10969.jpg,spaq,r1anchor,7.8
10970.jpg,spaq,r1anchor,2.1
10971.jpg,spaq,r1anchor,2.1
10972.jpg,spaq,r1anchor,6.8
10973.jpg,spaq,r1anchor,6.8
10974.jpg,spaq,r1anchor,3.2
10975.jpg,spaq,r1anchor,1.2
10976.jpg,spaq,r1anchor,5.8
10977.jpg,spaq,r1anchor,7.2
10978.jpg,spaq,r1anchor,6.2
10979.jpg,spaq,r1anchor,3.2
10980.jpg,spaq,r1anchor,7.2
10981.jpg,spaq,r1anchor,5.8
10982.jpg,spaq,r1anchor,2.1
10983.jpg,spaq,r1anchor,5.8
10984.jpg,spaq,r1anchor,5.2
10985.jpg,spaq,r1anchor,3.2
10986.jpg,spaq,r1anchor,2.3
10987.jpg,spaq,r1anchor,3.2
10988.jpg,spaq,r1anchor,1.2
10989.jpg,spaq,r1anchor,4.2
10990.jpg,spaq,r1anchor,6.8
10991.jpg,spaq,r1anchor,2.3
10992.jpg,spaq,r1anchor,2.3
10993.jpg,spaq,r1anchor,8.2
10994.jpg,spaq,r1anchor,6.2
10995.jpg,spaq,r1anchor,7.2
10996.jpg,spaq,r1anchor,2.3
10997.jpg,spaq,r1anchor,5.2
10998.jpg,spaq,r1anchor,5.2
10999.jpg,spaq,r1anchor,5.2
11000.jpg,spaq,r1anchor,2.1
11001.jpg,spaq,r1anchor,2.1
11002.jpg,spaq,r1anchor,6.8
11003.jpg,spaq,r1anchor,5.8
11004.jpg,spaq,r1anchor,3.2
11005.jpg,spaq,r1anchor,2.1
11006.jpg,spaq,r1anchor,6.8
11007.jpg,spaq,r1anchor,2.8
11008.jpg,spaq,r1anchor,2.1
11009.jpg,spaq,r1anchor,6.8
11010.jpg,spaq,r1anchor,5.2
11011.jpg,spaq,r1anchor,2.1
11012.jpg,spaq,r1anchor,5.8
11013.jpg,spaq,r1anchor,4.2
11014.jpg,spaq,r1anchor,2.3
11015.jpg,spaq,r1anchor,6.8
11016.jpg,spaq,r1anchor,2.8
11017.jpg,spaq,r1anchor,2.1
11018.jpg,spaq,r1anchor,1.2
11019.jpg,spaq,r1anchor,3.2
11020.jpg,spaq,r1anchor,7.8
11021.jpg,spaq,r1anchor,5.8
11022.jpg,spaq,r1anchor,7.2
11023.jpg,spaq,r1anchor,5.2
11024.jpg,spaq,r1anchor,5.2
11025.jpg,spaq,r1anchor,8.7
11026.jpg,spaq,r1anchor,6.8
11027.jpg,spaq,r1anchor,2.8
11028.jpg,spaq,r1anchor,2.3
11029.jpg,spaq,r1anchor,1.2
11030.jpg,spaq,r1anchor,2.1
11031.jpg,spaq,r1anchor,3.2
11032.jpg,spaq,r1anchor,6.8
11033.jpg,spaq,r1anchor,4.2
11034.jpg,spaq,r1anchor,2.3
11035.jpg,spaq,r1anchor,4.2
11036.jpg,spaq,r1anchor,5.2
11037.jpg,spaq,r1anchor,6.8
11038.jpg,spaq,r1anchor,7.2
11039.jpg,spaq,r1anchor,2.3
11040.jpg,spaq,r1anchor,4.2
11041.jpg,spaq,r1anchor,1.2
11042.jpg,spaq,r1anchor,2.1
11043.jpg,spaq,r1anchor,6.8
11044.jpg,spaq,r1anchor,2.3
11045.jpg,spaq,r1anchor,2.3
11046.jpg,spaq,r1anchor,7.2
11047.jpg,spaq,r1anchor,2.8
11048.jpg,spaq,r1anchor,6.2
11049.jpg,spaq,r1anchor,2.1
11050.jpg,spaq,r1anchor,5.8
11051.jpg,spaq,r1anchor,2.8
11052.jpg,spaq,r1anchor,3.2
11053.jpg,spaq,r1anchor,7.2
11054.jpg,spaq,r1anchor,7.8
11055.jpg,spaq,r1anchor,8.2
11056.jpg,spaq,r1anchor,1.2
11057.jpg,spaq,r1anchor,5.8
11058.jpg,spaq,r1anchor,5.2
11059.jpg,spaq,r1anchor,2.1
11060.jpg,spaq,r1anchor,6.8
11061.jpg,spaq,r1anchor,6.8
11062.jpg,spaq,r1anchor,2.1
11063.jpg,spaq,r1anchor,2.1
11064.jpg,spaq,r1anchor,7.2
11065.jpg,spaq,r1anchor,6.2
11066.jpg,spaq,r1anchor,7.2
11067.jpg,spaq,r1anchor,6.8
11068.jpg,spaq,r1anchor,3.2
11069.jpg,spaq,r1anchor,6.2
11070.jpg,spaq,r1anchor,5.2
11071.jpg,spaq,r1anchor,3.2
11072.jpg,spaq,r1anchor,2.3
11073.jpg,spaq,r1anchor,2.1
11074.jpg,spaq,r1anchor,7.8
11075.jpg,spaq,r1anchor,6.8
11076.jpg,spaq,r1anchor,3.2
11077.jpg,spaq,r1anchor,6.8
11078.jpg,spaq,r1anchor,2.8
11079.jpg,spaq,r1anchor,2.1
11080.jpg,spaq,r1anchor,3.2
11081.jpg,spaq,r1anchor,6.8
11082.jpg,spaq,r1anchor,2.8
11083.jpg,spaq,r1anchor,2.1
11084.jpg,spaq,r1anchor,2.1
11085.jpg,spaq,r1anchor,2.1
11086.jpg,spaq,r1anchor,4.2
11087.jpg,spaq,r1anchor,3.2
11088.jpg,spaq,r1anchor,2.1
11089.jpg,spaq,r1anchor,5.8
11090.jpg,spaq,r1anchor,3.2
11091.jpg,spaq,r1anchor,2.1
11092.jpg,spaq,r1anchor,7.2
11093.jpg,spaq,r1anchor,2.1
11094.jpg,spaq,r1anchor,2.8
11095.jpg,spaq,r1anchor,2.3
11096.jpg,spaq,r1anchor,4.2
11097.jpg,spaq,r1anchor,6.8
11098.jpg,spaq,r1anchor,7.2
11099.jpg,spaq,r1anchor,2.1
11100.jpg,spaq,r1anchor,5.8
11101.jpg,spaq,r1anchor,5.8
11102.jpg,spaq,r1anchor,5.2
11103.jpg,spaq,r1anchor,5.2
11104.jpg,spaq,r1anchor,3.2
11105.jpg,spaq,r1anchor,2.1
11106.jpg,spaq,r1anchor,4.2
11107.jpg,spaq,r1anchor,2.1
11108.jpg,spaq,r1anchor,7.8
11109.jpg,spaq,r1anchor,2.8
11110.jpg,spaq,r1anchor,5.8
11111.jpg,spaq,r1anchor,5.8
11112.jpg,spaq,r1anchor,7.2
11113.jpg,spaq,r1anchor,3.2
11114.jpg,spaq,r1anchor,4.2
11115.jpg,spaq,r1anchor,3.2
11116.jpg,spaq,r1anchor,2.8
11117.jpg,spaq,r1anchor,2.3
11118.jpg,spaq,r1anchor,2.1
11119.jpg,spaq,r1anchor,5.2
11120.jpg,spaq,r1anchor,7.2
11121.jpg,spaq,r1anchor,2.8
11122.jpg,spaq,r1anchor,6.8
11123.jpg,spaq,r1anchor,6.8
11124.jpg,spaq,r1anchor,2.1
11125.jpg,spaq,r1anchor,2.1
